priority_rank,risk_score,risk_score_100,risk_band,risk_percentile_group,recommended_action,actual_fraud,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,policy_duration_days,claim_to_premium_ratio,injury_claim_ratio,property_claim_ratio,vehicle_claim_ratio,is_night_incident,multi_vehicle_flag
522,0.15381064206670242,15.38,Low,Moderate,Monitor,0,271,42,IL,100/300,500,1515.3,0,FEMALE,High School,machine-op-inspct,hiking,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Northbend,21,3,NO,1,0,NO,93720,17040,8520,68160,Mercedes,ML350,2005,9074,61.84913878439913,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,1
523,0.1533318338968838,15.33,Low,Moderate,Monitor,0,475,57,OH,100/300,500,1216.56,0,MALE,Masters,adm-clerical,skydiving,own-child,67400,-83200,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Hillsdale,20,1,,0,2,NO,78000,6500,13000,58500,Suburu,Forrestor,2000,7287,64.11521010061156,0.0833333333333333,0.1666666666666666,0.75,0,0
524,0.1525616640567129,15.26,Low,Moderate,Monitor,0,244,40,IN,500/1000,2000,1304.67,7000000,MALE,Masters,armed-forces,base-jumping,other-relative,0,-45000,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,5,3,,1,1,,61490,5590,11180,44720,Dodge,RAM,2001,5631,47.13069205239639,0.0909090909090909,0.1818181818181818,0.7272727272727273,1,1
525,0.15155007866754713,15.16,Low,Moderate,Monitor,0,162,35,IL,500/1000,2000,1124.69,0,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,14,1,YES,0,3,YES,54340,9880,4940,39520,Toyota,Camry,2001,5394,48.31553583654162,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,0
526,0.15084862722078787,15.08,Low,Moderate,Monitor,0,134,29,OH,100/300,2000,1413.14,5000000,FEMALE,PhD,sales,board-games,own-child,35100,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Columbus,7,3,NO,2,3,NO,34650,7700,3850,23100,Dodge,RAM,2007,5282,24.51986356624255,0.2222222222222222,0.1111111111111111,0.6666666666666666,0,1
527,0.15031194057854524,15.03,Low,Moderate,Monitor,0,101,27,IL,250/500,1000,433.33,0,MALE,Masters,machine-op-inspct,golf,other-relative,25900,0,Parked Car,,Minor Damage,,SC,Hillsdale,7,1,,0,3,NO,5900,1180,590,4130,Mercedes,E400,2009,2883,13.615489349918075,0.2,0.1,0.7,0,0
528,0.14800182123403902,14.8,Low,Moderate,Monitor,0,154,36,IL,250/500,2000,1313.51,7000000,FEMALE,Masters,exec-managerial,dancing,own-child,68500,0,Vehicle Theft,,Trivial Damage,,SC,Northbrook,9,1,,2,0,,2800,280,280,2240,Volkswagen,Passat,2015,4066,2.131692944857672,0.1,0.1,0.8,0,0
529,0.14689625052345842,14.69,Low,Moderate,Monitor,0,94,32,IN,500/1000,1000,1414.74,0,FEMALE,Masters,adm-clerical,hiking,own-child,0,0,Parked Car,,Minor Damage,,VA,Riverwood,19,1,NO,1,3,NO,2400,300,300,1800,Chevrolet,Silverado,2014,7067,1.6964247847661054,0.125,0.125,0.75,0,0
530,0.1466155818274339,14.66,Low,Moderate,Monitor,0,176,36,OH,250/500,500,1865.83,5000000,MALE,College,transport-moving,kayaking,unmarried,32800,-50600,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Hillsdale,17,1,,2,1,YES,47300,4300,8600,34400,Volkswagen,Jetta,2006,7258,25.350648236977648,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
531,0.1455986219259826,14.56,Low,Moderate,Monitor,0,150,30,IN,100/300,1000,1677.26,0,MALE,College,sales,yachting,own-child,40100,0,Vehicle Theft,,Trivial Damage,Police,WV,Springfield,7,1,YES,1,3,YES,4590,510,510,3570,Volkswagen,Jetta,2013,7609,2.73660613142864,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
532,0.14500991960726534,14.5,Low,Moderate,Monitor,0,284,48,OH,250/500,1000,1168.8,0,FEMALE,JD,tech-support,movies,other-relative,0,-42400,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,11,1,,0,3,YES,35750,6500,3250,26000,Mercedes,E400,2001,8765,30.586926762491444,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,0
533,0.14386855662874382,14.39,Low,Moderate,Monitor,0,229,37,IN,500/1000,1000,1331.94,0,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0,-55400,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,17,1,NO,0,2,YES,54560,9920,9920,34720,Saab,95,2004,7289,40.96280613240837,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,0
534,0.14240614237169846,14.24,Low,Moderate,Monitor,0,303,50,OH,100/300,500,793.15,0,MALE,MD,tech-support,board-games,own-child,54600,-45500,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Hillsdale,17,3,NO,0,3,NO,81960,13660,13660,54640,Dodge,Neon,2008,4768,103.334804261489,0.1666666666666666,0.1666666666666666,0.6666666666666666,0,1
535,0.14181719533697232,14.18,Low,Moderate,Monitor,0,252,39,IN,250/500,1000,1086.21,0,MALE,JD,farming-fishing,hiking,unmarried,68500,-57500,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,18,1,,1,2,,50490,5610,5610,39270,Nissan,Maxima,2001,3294,46.48272433507333,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
536,0.14164872247061291,14.16,Low,Moderate,Monitor,0,96,26,OH,250/500,2000,1509.04,0,FEMALE,Associate,prof-specialty,bungie-jumping,husband,10000,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,9,1,YES,2,3,NO,78320,7120,14240,56960,Saab,92x,2007,3412,51.9005460425171,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
537,0.14131784541282189,14.13,Low,Moderate,Monitor,0,130,30,IL,500/1000,2000,1193.4,0,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-40800,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,16,3,NO,2,3,,48950,8900,4450,35600,Suburu,Legacy,2005,890,41.0172616054969,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,1
538,0.14017392222853425,14.02,Low,Moderate,Monitor,0,73,30,OH,100/300,500,803.36,0,FEMALE,High School,protective-serv,reading,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,15,3,,0,0,YES,57000,0,11400,45600,Audi,A3,2013,2117,70.95200159330811,0.0,0.2,0.8,0,1
539,0.13938849960231134,13.94,Low,Moderate,Monitor,0,261,45,IL,250/500,1000,1254.18,0,FEMALE,PhD,prof-specialty,kayaking,other-relative,0,-45100,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Columbus,16,1,YES,0,1,,62590,11380,11380,39830,Volkswagen,Jetta,2003,3495,49.90511728778963,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,0
540,0.1381776941934677,13.82,Low,Moderate,Monitor,0,208,36,OH,100/300,2000,1209.41,5000000,MALE,JD,machine-op-inspct,base-jumping,wife,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,15,3,YES,0,1,,62810,11420,11420,39970,Nissan,Ultima,1999,7071,51.93441430118818,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,1
541,0.1380704877555624,13.81,Low,Moderate,Monitor,0,122,29,OH,250/500,1000,1629.94,0,FEMALE,Masters,priv-house-serv,skydiving,other-relative,0,-47100,Parked Car,,Trivial Damage,,SC,Riverwood,17,1,,0,1,NO,3850,350,350,3150,Dodge,Neon,2014,8474,2.362050136814852,0.0909090909090909,0.0909090909090909,0.8181818181818182,0,0
542,0.13752753278373564,13.75,Low,Moderate,Monitor,0,204,38,IL,100/300,2000,1124.47,0,FEMALE,MD,tech-support,kayaking,wife,0,-45100,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Northbrook,5,1,NO,0,1,,90530,16460,16460,57610,Ford,F150,2003,5204,80.50903981431252,0.1818181818181818,0.1818181818181818,0.6363636363636364,1,0
543,0.13737986165694954,13.74,Low,Moderate,Monitor,0,233,39,OH,500/1000,2000,1524.18,0,MALE,JD,craft-repair,reading,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,20,3,,1,0,YES,48870,5430,5430,38010,Saab,95,1999,5119,32.06314214856513,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1
544,0.13580122811330203,13.58,Low,Moderate,Monitor,0,259,44,OH,250/500,2000,1655.79,0,FEMALE,Masters,exec-managerial,exercise,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Northbend,8,1,YES,0,0,YES,105820,16280,16280,73260,Audi,A3,2002,6854,63.90907059470102,0.1538461538461538,0.1538461538461538,0.6923076923076923,0,0
545,0.1325940957748724,13.26,Low,Moderate,Monitor,0,77,27,IN,500/1000,2000,966.26,0,FEMALE,High School,adm-clerical,base-jumping,own-child,56400,-32800,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,1,3,YES,0,0,,67200,6720,6720,53760,Volkswagen,Passat,1995,5784,69.54649887193924,0.1,0.1,0.8,1,1
546,0.13248436913342385,13.25,Low,Moderate,Monitor,0,210,37,IN,500/1000,2000,1048.46,0,MALE,High School,priv-house-serv,skydiving,not-in-family,59900,0,Vehicle Theft,,Trivial Damage,,OH,Columbus,9,1,,1,2,,7080,1180,590,5310,Dodge,RAM,1999,3075,6.7527611926062985,0.1666666666666666,0.0833333333333333,0.75,0,0
547,0.13188157718184204,13.19,Low,Moderate,Monitor,0,83,24,IN,500/1000,1000,1070.63,0,FEMALE,High School,machine-op-inspct,board-games,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,0,3,,0,1,NO,61600,6160,12320,43120,Honda,CRV,2003,3337,57.53621699373266,0.1,0.2,0.7,1,1
548,0.13145136479102842,13.15,Low,Moderate,Monitor,0,165,33,OH,100/300,1000,1427.14,0,FEMALE,Associate,tech-support,kayaking,other-relative,35300,-58100,Parked Car,,Minor Damage,Police,WV,Northbend,3,1,NO,1,1,NO,2970,330,330,2310,Toyota,Highlander,2008,2884,2.0810852474179127,0.1111111111111111,0.1111111111111111,0.7777777777777778,1,0
549,0.13090182540840614,13.09,Low,Moderate,Monitor,0,90,31,OH,250/500,2000,951.27,0,FEMALE,PhD,other-service,hiking,not-in-family,42100,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,2,1,YES,1,0,YES,75790,13780,6890,55120,Accura,RSX,2007,8962,79.67243789880897,0.1818181818181818,0.0909090909090909,0.7272727272727273,1,0
550,0.13028964634279822,13.03,Low,Moderate,Monitor,0,222,38,IN,100/300,2000,1157.97,0,MALE,MD,machine-op-inspct,hiking,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Hillsdale,20,1,,2,2,YES,60480,6720,6720,47040,Accura,TL,2001,2441,52.22933236612347,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
551,0.13017845542511858,13.02,Low,Moderate,Monitor,0,343,48,IN,250/500,500,1451.54,3000000,MALE,JD,adm-clerical,hiking,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Riverwood,13,4,NO,2,3,NO,65070,7230,14460,43380,Mercedes,C300,2003,1892,44.82825137440236,0.1111111111111111,0.2222222222222222,0.6666666666666666,0,1
552,0.1295828633778587,12.96,Low,Moderate,Monitor,0,217,39,IN,100/300,1000,1530.52,0,MALE,College,armed-forces,basketball,not-in-family,0,0,Vehicle Theft,,Minor Damage,,WV,Northbend,8,1,,2,1,YES,4300,430,430,3440,Toyota,Corolla,2000,4648,2.8095026526932023,0.1,0.1,0.8,0,0
553,0.12942806701848367,12.94,Low,Moderate,Monitor,0,192,38,IN,500/1000,1000,1281.43,0,FEMALE,Masters,transport-moving,skydiving,not-in-family,65100,-50300,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,10,3,,0,2,NO,30700,3070,6140,21490,Jeep,Wrangler,2010,1435,23.957609857737054,0.1,0.2,0.7,0,1
554,0.1292996962399186,12.93,Low,Moderate,Monitor,0,34,24,IN,500/1000,2000,1550.53,0,FEMALE,MD,armed-forces,dancing,own-child,0,-27700,Parked Car,,Trivial Damage,,VA,Hillsdale,20,1,YES,0,1,,3960,660,660,2640,Audi,A3,1998,1324,2.553965418276331,0.1666666666666666,0.1666666666666666,0.6666666666666666,0,0
555,0.12915248365171514,12.92,Low,Moderate,Monitor,0,69,24,IN,500/1000,500,1418.5,0,FEMALE,High School,armed-forces,yachting,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Springfield,23,3,,0,0,NO,63300,12660,6330,44310,Dodge,RAM,2012,8265,44.62460345435319,0.2,0.1,0.7,1,1
556,0.12910736837723855,12.91,Low,Moderate,Monitor,0,173,36,OH,250/500,1000,1274.63,0,MALE,College,machine-op-inspct,basketball,unmarried,51000,0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,22,1,YES,2,3,NO,52030,9460,9460,33110,Accura,MDX,1995,2731,40.819688850882216,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,0
557,0.12895655016658295,12.9,Low,Moderate,Monitor,0,380,53,IL,250/500,2000,1166.62,6000000,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0,Parked Car,,Trivial Damage,Police,NC,Northbend,23,1,NO,0,3,NO,5700,570,570,4560,Saab,93,2001,1371,4.88590972210317,0.1,0.1,0.8,1,0
558,0.12753119202980734,12.75,Low,Moderate,Monitor,0,75,27,IN,250/500,1000,1202.75,0,MALE,High School,handlers-cleaners,board-games,not-in-family,57900,-90100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,23,3,NO,0,2,YES,79560,6630,13260,59670,Volkswagen,Passat,2003,8204,66.14840989399293,0.0833333333333333,0.1666666666666666,0.75,1,1
559,0.12681402083225884,12.68,Low,Moderate,Monitor,0,1,29,OH,500/1000,500,854.58,0,FEMALE,JD,craft-repair,paintball,other-relative,52200,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,15,1,,2,3,YES,86790,7890,23670,55230,Honda,CRV,2003,3144,101.5586603945798,0.0909090909090909,0.2727272727272727,0.6363636363636364,0,0
560,0.12673470517322774,12.67,Low,Moderate,Monitor,0,242,41,OH,250/500,2000,1153.54,6000000,MALE,Masters,protective-serv,polo,unmarried,0,-57000,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,3,3,NO,0,1,,68090,12380,12380,43330,Toyota,Corolla,2009,8899,59.02699516271651,0.1818181818181818,0.1818181818181818,0.6363636363636364,1,1
561,0.12659560203907716,12.66,Low,Moderate,Monitor,0,278,48,IN,500/1000,2000,1142.62,7000000,FEMALE,MD,farming-fishing,dancing,not-in-family,0,-54000,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,12,1,,2,0,,76050,11700,11700,52650,Chevrolet,Silverado,1997,5655,66.55756069384398,0.1538461538461538,0.1538461538461538,0.6923076923076923,0,0
562,0.12371308532194632,12.37,Low,Moderate,Monitor,0,47,34,IL,500/1000,500,1161.31,0,FEMALE,PhD,exec-managerial,base-jumping,other-relative,64800,-24300,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Springfield,23,1,YES,1,3,,62920,11440,5720,45760,Chevrolet,Malibu,2012,4025,54.18019305783986,0.1818181818181818,0.0909090909090909,0.7272727272727273,1,0
563,0.12369207971116028,12.37,Low,Moderate,Monitor,0,166,34,OH,100/300,1000,1083.72,0,FEMALE,High School,machine-op-inspct,base-jumping,wife,65600,-68200,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,18,1,NO,0,2,YES,53680,4880,4880,43920,Honda,CRV,2005,129,49.533089727974016,0.0909090909090909,0.0909090909090909,0.8181818181818182,0,0
564,0.12349282971264429,12.35,Low,Moderate,Monitor,0,95,28,OH,250/500,1000,773.99,0,MALE,Associate,armed-forces,board-games,other-relative,0,-70300,Vehicle Theft,,Trivial Damage,,PA,Springfield,3,1,YES,1,2,NO,3200,640,320,2240,Mercedes,E400,2014,8825,4.134420341348079,0.2,0.1,0.7,1,0
565,0.12337081259324865,12.34,Low,Moderate,Monitor,0,212,39,OH,100/300,1000,1255.35,0,FEMALE,JD,protective-serv,skydiving,not-in-family,60300,-58900,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,22,2,NO,0,3,YES,59300,11860,5930,41510,Dodge,RAM,2008,1795,47.237822121320754,0.2,0.1,0.7,0,1
566,0.12261211489219616,12.26,Low,Moderate,Monitor,0,143,30,IN,100/300,500,1392.39,5000000,FEMALE,High School,exec-managerial,dancing,unmarried,0,-65700,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,16,1,NO,2,0,YES,54300,10860,5430,38010,Toyota,Highlander,2010,8446,38.99769461142352,0.2,0.1,0.7,0,0
567,0.12254624623478476,12.25,Low,Moderate,Monitor,0,286,43,IL,100/300,500,1564.43,3000000,FEMALE,MD,prof-specialty,movies,unmarried,77500,-32800,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,18,1,,2,2,YES,34290,3810,3810,26670,Jeep,Grand Cherokee,2013,7665,21.918526236392808,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0
568,0.12206176732924177,12.21,Low,Moderate,Monitor,0,255,41,IL,500/1000,2000,1167.3,4000000,MALE,High School,priv-house-serv,board-games,other-relative,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,22,1,NO,2,0,,69300,13860,13860,41580,Volkswagen,Passat,2000,775,59.36777178103316,0.2,0.2,0.6,0,0
569,0.12185781773219083,12.19,Low,Moderate,Monitor,0,200,34,IN,250/500,1000,828.42,3000000,FEMALE,College,prof-specialty,basketball,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,10,1,,2,2,NO,56000,5600,5600,44800,Chevrolet,Malibu,2009,4782,67.59856111634195,0.1,0.1,0.8,0,0
570,0.12125486604867042,12.13,Low,Moderate,Monitor,0,149,37,IL,500/1000,500,1415.68,0,MALE,PhD,prof-specialty,yachting,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,17,1,YES,0,1,YES,64800,10800,5400,48600,Audi,A3,1999,8796,45.773056057866185,0.1666666666666666,0.0833333333333333,0.75,0,0
571,0.12080154138746466,12.08,Low,Moderate,Monitor,0,195,39,OH,250/500,1000,1393.57,0,MALE,PhD,machine-op-inspct,movies,not-in-family,47600,-39600,Parked Car,,Minor Damage,Police,VA,Northbend,5,1,NO,0,1,YES,2640,480,480,1680,Ford,F150,2009,194,1.8944150634700805,0.1818181818181818,0.1818181818181818,0.6363636363636364,1,0
572,0.12065664725466749,12.07,Low,Moderate,Monitor,0,370,55,IN,500/1000,2000,1389.13,7000000,MALE,JD,other-service,basketball,wife,0,-53200,Vehicle Theft,,Minor Damage,,NC,Northbrook,6,1,,0,2,,9000,900,1800,6300,Mercedes,ML350,2015,787,6.4788752672536045,0.1,0.2,0.7,0,0
573,0.12052976881079372,12.05,Low,Moderate,Monitor,0,233,37,IL,100/300,2000,1603.42,0,FEMALE,High School,sales,video-games,wife,61600,-30200,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,17,1,YES,0,2,YES,80520,13420,6710,60390,Toyota,Corolla,2005,8496,50.2176597522795,0.1666666666666666,0.0833333333333333,0.75,0,0
574,0.120412238013066,12.04,Low,Moderate,Monitor,0,108,32,OH,500/1000,2000,1257.0,4000000,FEMALE,High School,machine-op-inspct,basketball,unmarried,63900,-43700,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,23,1,NO,1,3,NO,61270,5570,11140,44560,Suburu,Legacy,1999,3048,48.74303898170247,0.0909090909090909,0.1818181818181818,0.7272727272727273,1,0
575,0.11990914320320527,11.99,Low,Moderate,Monitor,0,211,37,OH,250/500,2000,1295.63,4000000,FEMALE,PhD,armed-forces,skydiving,not-in-family,42200,-33800,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,22,3,YES,1,0,,53460,5940,5940,41580,Honda,CRV,2009,1485,41.26177998348294,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1
576,0.11978777739449102,11.98,Low,Moderate,Monitor,0,100,33,OH,250/500,500,1124.59,6000000,MALE,College,adm-clerical,golf,not-in-family,67300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,4,1,NO,1,2,NO,40800,6800,6800,27200,BMW,X5,2004,3602,36.27988867053771,0.1666666666666666,0.1666666666666666,0.6666666666666666,1,0
577,0.1186587682152288,11.87,Low,Moderate,Monitor,0,192,40,IL,100/300,1000,1405.99,0,FEMALE,Associate,sales,yachting,wife,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Springfield,18,3,YES,1,0,YES,42930,9540,4770,28620,BMW,X6,2005,3972,30.53364533175912,0.2222222222222222,0.1111111111111111,0.6666666666666666,0,1
578,0.11818494798058618,11.82,Low,Moderate,Monitor,0,350,50,OH,500/1000,500,889.13,0,FEMALE,Masters,priv-house-serv,board-games,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,PA,Northbend,14,3,NO,0,2,NO,44190,9820,4910,29460,Audi,A3,2015,3527,49.70026880208744,0.2222222222222222,0.1111111111111111,0.6666666666666666,0,1
579,0.11812716839252164,11.81,Low,Moderate,Monitor,0,111,27,IN,250/500,500,1363.77,4000000,FEMALE,Masters,tech-support,exercise,husband,51100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Springfield,12,1,YES,2,3,NO,90970,16540,16540,57890,Accura,RSX,2009,2204,66.70479626329953,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,0
580,0.11791666017410031,11.79,Low,Moderate,Monitor,0,211,35,OH,100/300,2000,1221.22,0,MALE,Masters,machine-op-inspct,camping,other-relative,76000,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,2,1,YES,0,1,,52030,9460,4730,37840,Mercedes,E400,2008,6163,42.604936047559,0.1818181818181818,0.0909090909090909,0.7272727272727273,1,0
581,0.11690831099293994,11.69,Low,Moderate,Monitor,0,126,28,IN,250/500,500,1508.9,0,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,3,4,NO,0,1,,67800,11300,11300,45200,Ford,F150,2011,8397,44.93339518854795,0.1666666666666666,0.1666666666666666,0.6666666666666666,1,1
582,0.11552972847250101,11.55,Low,Moderate,Monitor,0,160,37,OH,500/1000,500,1374.22,0,FEMALE,MD,craft-repair,yachting,other-relative,45500,-37800,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,19,1,YES,1,0,NO,72930,6630,13260,53040,Accura,TL,2015,22,53.070105223326685,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
583,0.11525961668294915,11.53,Low,Moderate,Monitor,0,216,36,IN,500/1000,1000,1152.4,0,FEMALE,Associate,priv-house-serv,reading,unmarried,39600,-82400,Parked Car,,Minor Damage,Police,VA,Springfield,0,1,YES,2,3,,6160,560,1680,3920,Mercedes,E400,2014,8111,5.345366192294342,0.0909090909090909,0.2727272727272727,0.6363636363636364,1,0
584,0.11521065248915752,11.52,Low,Moderate,Monitor,0,328,49,OH,500/1000,500,1434.51,0,FEMALE,Masters,transport-moving,bungie-jumping,wife,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,19,1,,0,2,YES,71440,8930,8930,53580,Mercedes,ML350,2005,4893,49.80097733720922,0.125,0.125,0.75,0,0
585,0.11481318846213921,11.48,Low,Moderate,Monitor,0,254,40,IL,250/500,500,1390.89,5000000,MALE,College,armed-forces,bungie-jumping,wife,0,-74400,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,23,1,,2,2,,53460,9720,4860,38880,Volkswagen,Jetta,2009,7251,38.43582166814054,0.1818181818181818,0.0909090909090909,0.7272727272727273,1,0
586,0.1139331628780009,11.39,Low,Moderate,Monitor,0,191,33,OH,500/1000,2000,1551.61,0,MALE,High School,armed-forces,movies,unmarried,45000,-30400,Vehicle Theft,,Minor Damage,,WV,Arlington,3,1,YES,1,1,NO,2250,250,250,1750,Toyota,Corolla,2005,2553,1.4501066634012414,0.1111111111111111,0.1111111111111111,0.7777777777777778,1,0
587,0.11326588693828477,11.33,Low,Moderate,Monitor,0,122,34,IL,250/500,500,1495.06,0,FEMALE,Masters,prof-specialty,polo,unmarried,38100,-31400,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,Columbus,18,3,NO,2,0,YES,99990,18180,18180,63630,Mercedes,E400,2011,4169,66.88025898626142,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,1
588,0.11212694225395198,11.21,Low,Moderate,Monitor,0,165,37,IL,100/300,1000,1137.03,0,MALE,Associate,tech-support,base-jumping,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Columbus,23,3,,2,2,YES,51590,9380,9380,32830,Audi,A5,2015,9155,45.37259351116506,0.1818181818181818,0.1818181818181818,0.6363636363636364,1,1
589,0.11195735285374218,11.2,Low,Moderate,Monitor,0,101,33,IL,500/1000,1000,1313.64,0,FEMALE,College,priv-house-serv,board-games,unmarried,12100,0,Parked Car,,Trivial Damage,,NY,Hillsdale,3,1,YES,1,0,NO,4290,780,390,3120,Audi,A3,1997,8561,3.2657349045400563,0.1818181818181818,0.0909090909090909,0.7272727272727273,1,0
590,0.11192927252762483,11.19,Low,Moderate,Monitor,0,436,60,IN,250/500,500,1362.31,0,MALE,High School,prof-specialty,bungie-jumping,wife,67600,-65300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Arlington,16,1,NO,0,2,NO,82060,14920,7460,59680,Saab,93,2005,8309,60.23592280758418,0.1818181818181818,0.0909090909090909,0.7272727272727273,0,0
591,0.11076552660111859,11.08,Low,Moderate,Monitor,0,230,44,IN,250/500,2000,1009.37,0,FEMALE,College,prof-specialty,hiking,other-relative,45400,-39400,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,19,1,NO,0,2,YES,74140,13480,13480,47180,BMW,X5,2015,5349,73.45175703656736,0.1818181818181818,0.1818181818181818,0.6363636363636364,0,0
592,0.11066411996813756,11.07,Low,Moderate,Monitor,0,237,40,IN,100/300,1000,883.31,0,MALE,College,craft-repair,kayaking,husband,0,-53500,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Riverwood,6,1,NO,1,3,NO,77880,7080,14160,56640,Ford,Escape,2005,6962,88.16836671157351,0.0909090909090909,0.1818181818181818,0.7272727272727273,0,0
593,0.10849861811516927,10.85,Low,Moderate,Monitor,0,91,26,IL,250/500,1000,1022.46,0,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,15,3,,0,2,,74200,7420,7420,59360,Jeep,Wrangler,1996,5606,72.57007609099622,0.1,0.1,0.8,0,1
